,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units,consumption-uto,consumption-uto-units,consumption-uto-btu,consumption-uto-btu-units,cost,cost-units,cost-per-btu,cost-per-btu-units,generation,generation-units,heat-content,heat-content-units,receipts,receipts-units,receipts-btu,receipts-btu-units,stocks,stocks-units,total-consumption,total-consumption-units,total-consumption-btu,total-consumption-btu-units
3326,2023-05,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.758,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3327,2023-05,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,5238.17,thousand Mcf,5.71429,million MMBtu,601.29,thousand Mcf,0.65062,million MMBtu,,dollars per Mcf,,dollars per million Btu,720.3073,thousand megawatthours,1.09,Btu per Mcf,2793.479,thousand Mcf,3051.8789,billion Btu,,thousand Mcf,5839.46,thousand Mcf,6.36492,million MMBtu
3328,2023-05,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,11.34558,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,3325.2,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,11.34558,million MMBtu
3329,2023-05,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,4.68016,million MMBtu,0.0,thousand physical units,1.47019,million MMBtu,,dollars per physical units,,dollars per million Btu,1198.78104,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,6.15034,million MMBtu
3330,2023-06,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,6.5736,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1926.61059,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,6.5736,million MMBtu
3331,2023-06,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,4.74572,million MMBtu,0.0,thousand physical units,1.43835,million MMBtu,,dollars per physical units,,dollars per million Btu,1216.88345,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,6.18408,million MMBtu
3332,2023-06,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,23.49419,million MMBtu,0.0,thousand physical units,2.06301,million MMBtu,,dollars per physical units,,dollars per million Btu,4772.87084,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,25.5572,million MMBtu
3333,2023-06,OR,Oregon,99,All Sectors,REN,renewable,530.399,thousand physical units,11.31932,million MMBtu,122.707,thousand physical units,1.43835,million MMBtu,,dollars per physical units,,dollars per million Btu,3143.49404,thousand megawatthours,3.5369,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,653.106,thousand physical units,12.75767,million MMBtu
3334,2023-06,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.783,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3335,2023-06,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,11422.037,thousand Mcf,12.14005,million MMBtu,588.278,thousand Mcf,0.62465,million MMBtu,,dollars per Mcf,,dollars per million Btu,1627.87209,thousand megawatthours,1.0628,Btu per Mcf,8017.863,thousand Mcf,8522.54527,billion Btu,,thousand Mcf,12010.315,thousand Mcf,12.76471,million MMBtu
3336,2023-07,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,26.51996,million MMBtu,0.0,thousand physical units,2.09689,million MMBtu,,dollars per physical units,,dollars per million Btu,5103.69706,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,28.61684,million MMBtu
3337,2023-07,OR,Oregon,99,All Sectors,REN,renewable,475.513,thousand physical units,10.80183,million MMBtu,129.757,thousand physical units,1.49182,million MMBtu,,dollars per physical units,,dollars per million Btu,2996.38638,thousand megawatthours,3.8629,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,605.27,thousand physical units,12.29364,million MMBtu
3338,2023-07,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.79,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3339,2023-07,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,14943.11,thousand Mcf,15.69447,million MMBtu,575.356,thousand Mcf,0.60506,million MMBtu,,dollars per Mcf,,dollars per million Btu,2106.7032,thousand megawatthours,1.0503,Btu per Mcf,10398.194,thousand Mcf,10923.7072,billion Btu,,thousand Mcf,15518.466,thousand Mcf,16.29953,million MMBtu
3340,2023-07,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,5.98307,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1753.53757,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,5.98307,million MMBtu
3341,2023-07,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,4.81875,million MMBtu,0.0,thousand physical units,1.49182,million MMBtu,,dollars per physical units,,dollars per million Btu,1242.84881,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,6.31057,million MMBtu
3342,2023-08,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,27.62828,million MMBtu,0.0,thousand physical units,2.15324,million MMBtu,,dollars per physical units,,dollars per million Btu,5220.7487,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,29.78152,million MMBtu
3343,2023-08,OR,Oregon,99,All Sectors,REN,renewable,476.377,thousand physical units,10.57686,million MMBtu,130.774,thousand physical units,1.42062,million MMBtu,,dollars per physical units,,dollars per million Btu,2920.68623,thousand megawatthours,3.8215,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,607.151,thousand physical units,11.99748,million MMBtu
3344,2023-08,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.773,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3345,2023-08,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,16154.069,thousand Mcf,17.01382,million MMBtu,695.432,thousand Mcf,0.73262,million MMBtu,,dollars per Mcf,,dollars per million Btu,2299.06728,thousand megawatthours,1.0532,Btu per Mcf,11782.277,thousand Mcf,12411.24188,billion Btu,,thousand Mcf,16849.501,thousand Mcf,17.74643,million MMBtu
3346,2023-08,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,6.29119,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1843.84183,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,6.29119,million MMBtu
3347,2023-08,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,4.28567,million MMBtu,0.0,thousand physical units,1.42062,million MMBtu,,dollars per physical units,,dollars per million Btu,1076.8444,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,5.70629,million MMBtu
3348,2023-09,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,5.13062,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1503.69826,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,5.13062,million MMBtu
3349,2023-09,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,3.74422,million MMBtu,0.0,thousand physical units,1.16972,million MMBtu,,dollars per physical units,,dollars per million Btu,935.03551,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.91394,million MMBtu
3350,2023-09,OR,Oregon,99,All Sectors,REN,renewable,467.844,thousand physical units,8.87484,million MMBtu,111.831,thousand physical units,1.16972,million MMBtu,,dollars per physical units,,dollars per million Btu,2438.73377,thousand megawatthours,3.3891,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,579.675,thousand physical units,10.04456,million MMBtu
3351,2023-09,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.789,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3352,2023-09,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,24.40409,million MMBtu,0.0,thousand physical units,2.04656,million MMBtu,,dollars per physical units,,dollars per million Btu,4543.58048,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,26.45065,million MMBtu
3353,2023-09,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,14684.929,thousand Mcf,15.49031,million MMBtu,830.245,thousand Mcf,0.87683,million MMBtu,,dollars per Mcf,,dollars per million Btu,2104.09485,thousand megawatthours,1.0549,Btu per Mcf,11408.996,thousand Mcf,12034.79015,billion Btu,,thousand Mcf,15515.174,thousand Mcf,16.36714,million MMBtu
3354,2023-10,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,5.51269,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1615.67584,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,5.51269,million MMBtu
3355,2023-10,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.87214,million MMBtu,0.0,thousand physical units,1.22961,million MMBtu,,dollars per physical units,,dollars per million Btu,693.53219,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.10175,million MMBtu
3356,2023-10,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,23.25912,million MMBtu,0.0,thousand physical units,1.98852,million MMBtu,,dollars per physical units,,dollars per million Btu,4316.49706,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,25.24763,million MMBtu
3357,2023-10,OR,Oregon,99,All Sectors,REN,renewable,533.461,thousand physical units,8.38482,million MMBtu,107.296,thousand physical units,1.22961,million MMBtu,,dollars per physical units,,dollars per million Btu,2309.20803,thousand megawatthours,3.0738,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,640.757,thousand physical units,9.61443,million MMBtu
3358,2023-10,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.777,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3359,2023-10,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,14059.128,thousand Mcf,14.82169,million MMBtu,713.355,thousand Mcf,0.75891,million MMBtu,,dollars per Mcf,,dollars per million Btu,2003.78125,thousand megawatthours,1.0547,Btu per Mcf,10659.68,thousand Mcf,11235.02598,billion Btu,,thousand Mcf,14772.483,thousand Mcf,15.5806,million MMBtu
3360,2023-11,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,24.15512,million MMBtu,0.0,thousand physical units,2.37941,million MMBtu,,dollars per physical units,,dollars per million Btu,4786.7895,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,26.53452,million MMBtu
3361,2023-11,OR,Oregon,99,All Sectors,REN,renewable,519.79,thousand physical units,10.71373,million MMBtu,146.6,thousand physical units,1.6009,million MMBtu,,dollars per physical units,,dollars per million Btu,2967.66469,thousand megawatthours,3.6852,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,666.39,thousand physical units,12.31463,million MMBtu
3362,2023-11,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.774,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3363,2023-11,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,12548.986,thousand Mcf,13.37718,million MMBtu,726.303,thousand Mcf,0.7785,million MMBtu,,dollars per Mcf,,dollars per million Btu,1816.28075,thousand megawatthours,1.0663,Btu per Mcf,9448.255,thousand Mcf,10068.06534,billion Btu,,thousand Mcf,13275.289,thousand Mcf,14.15568,million MMBtu
3364,2023-11,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,7.70749,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2258.93544,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,7.70749,million MMBtu
3365,2023-11,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,3.00625,million MMBtu,0.0,thousand physical units,1.6009,million MMBtu,,dollars per physical units,,dollars per million Btu,708.72925,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.60714,million MMBtu
3366,2023-12,OR,Oregon,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.78,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3367,2023-12,OR,Oregon,99,All Sectors,NGO,natural gas & other gases,14161.03,thousand Mcf,15.04157,million MMBtu,786.086,thousand Mcf,0.83763,million MMBtu,,dollars per Mcf,,dollars per million Btu,2049.87,thousand megawatthours,1.0624,Btu per Mcf,10713.98,thousand Mcf,11381.3627,billion Btu,,thousand Mcf,14947.116,thousand Mcf,15.87921,million MMBtu
3368,2023-12,OR,Oregon,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,7.87337,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2307.55286,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,7.87337,million MMBtu
3369,2023-12,OR,Oregon,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.80435,million MMBtu,0.0,thousand physical units,1.39387,million MMBtu,,dollars per physical units,,dollars per million Btu,639.39037,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.19822,million MMBtu
3370,2023-12,OR,Oregon,99,All Sectors,ALL,all fuels,0.0,thousand physical units,25.78593,million MMBtu,0.0,thousand physical units,2.23151,million MMBtu,,dollars per physical units,,dollars per million Btu,5000.23378,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,28.01744,million MMBtu
3371,2023-12,OR,Oregon,99,All Sectors,REN,renewable,568.734,thousand physical units,10.67772,million MMBtu,125.293,thousand physical units,1.39387,million MMBtu,,dollars per physical units,,dollars per million Btu,2946.94323,thousand megawatthours,3.3088,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,694.027,thousand physical units,12.07159,million MMBtu
3372,2023-01,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,86410.366,thousand Mcf,88.07723,million MMBtu,9896.796,thousand Mcf,3.47342,million MMBtu,,dollars per Mcf,,dollars per million Btu,12621.36059,thousand megawatthours,0.9506,Btu per Mcf,81718.765,thousand Mcf,84671.54447,billion Btu,,thousand Mcf,96307.162,thousand Mcf,91.55064,million MMBtu
3373,2023-01,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,1.04306,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,305.70334,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,1.04306,million MMBtu
3374,2023-01,PA,Pennsylvania,99,All Sectors,COW,all coal products,728.49,thousand short tons,11.0961,million MMBtu,37.555,thousand short tons,0.48427,million MMBtu,71.11,dollars per short tons,3.3164,dollars per million Btu,934.79701,thousand megawatthours,15.1171,Btu per short tons,801.699,thousand short tons,17189.70938,billion Btu,,thousand short tons,766.045,thousand short tons,11.58037,million MMBtu
3375,2023-01,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.92778,million MMBtu,0.0,thousand physical units,1.03418,million MMBtu,,dollars per physical units,,dollars per million Btu,467.05135,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.96196,million MMBtu
3376,2023-01,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,175.79537,million MMBtu,0.0,thousand physical units,5.08909,million MMBtu,,dollars per physical units,,dollars per million Btu,21155.26147,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,180.88447,million MMBtu
3377,2023-01,PA,Pennsylvania,99,All Sectors,REN,renewable,1344.581,thousand physical units,3.97084,million MMBtu,116.195,thousand physical units,1.03418,million MMBtu,,dollars per physical units,,dollars per million Btu,772.75469,thousand megawatthours,1.9479,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1460.776,thousand physical units,5.00502,million MMBtu
3378,2023-01,PA,Pennsylvania,99,All Sectors,PET,petroleum,15.83705,thousand barrels,0.08581,million MMBtu,0.245,thousand barrels,0.00146,million MMBtu,,dollars per barrels,,dollars per million Btu,0.05952,thousand megawatthours,5.426,Btu per barrels,37.586,thousand barrels,220.1373,billion Btu,,thousand barrels,16.08205,thousand barrels,0.08726,million MMBtu
3379,2023-01,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,71.26381,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6820.809,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,71.26381,million MMBtu
3380,2023-02,PA,Pennsylvania,99,All Sectors,PET,petroleum,17.92086,thousand barrels,0.10241,million MMBtu,1.233,thousand barrels,0.00783,million MMBtu,,dollars per barrels,,dollars per million Btu,6.4926,thousand megawatthours,5.7554,Btu per barrels,13.828,thousand barrels,83.0744,billion Btu,,thousand barrels,19.15386,thousand barrels,0.11024,million MMBtu
3381,2023-02,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,64.9944,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6220.75,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,64.9944,million MMBtu
3382,2023-02,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,79231.162,thousand Mcf,80.63883,million MMBtu,9119.234,thousand Mcf,3.27966,million MMBtu,,dollars per Mcf,,dollars per million Btu,11598.12951,thousand megawatthours,0.9498,Btu per Mcf,75367.243,thousand Mcf,78061.26147,billion Btu,,thousand Mcf,88350.396,thousand Mcf,83.91848,million MMBtu
3383,2023-02,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.79384,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,232.66237,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.79384,million MMBtu
3384,2023-02,PA,Pennsylvania,99,All Sectors,COW,all coal products,879.154,thousand short tons,14.12024,million MMBtu,15.38,thousand short tons,0.27893,million MMBtu,,dollars per short tons,,dollars per million Btu,1231.07789,thousand megawatthours,16.0968,Btu per short tons,551.593,thousand short tons,9380.27448,billion Btu,,thousand short tons,894.534,thousand short tons,14.39917,million MMBtu
3385,2023-02,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.99991,million MMBtu,0.0,thousand physical units,0.89538,million MMBtu,,dollars per physical units,,dollars per million Btu,526.74919,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.89529,million MMBtu
3386,2023-02,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,164.81584,million MMBtu,0.0,thousand physical units,4.53721,million MMBtu,,dollars per physical units,,dollars per million Btu,19824.72365,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,169.35306,million MMBtu
3387,2023-02,PA,Pennsylvania,99,All Sectors,REN,renewable,1221.232,thousand physical units,3.79375,million MMBtu,117.842,thousand physical units,0.89538,million MMBtu,,dollars per physical units,,dollars per million Btu,759.41156,thousand megawatthours,1.8893,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1339.074,thousand physical units,4.68913,million MMBtu
3388,2023-03,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,3.21324,million MMBtu,0.0,thousand physical units,0.98219,million MMBtu,,dollars per physical units,,dollars per million Btu,543.7893,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.19542,million MMBtu
3389,2023-03,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,171.52369,million MMBtu,0.0,thousand physical units,4.49072,million MMBtu,,dollars per physical units,,dollars per million Btu,20688.42605,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,176.01441,million MMBtu
3390,2023-03,PA,Pennsylvania,99,All Sectors,REN,renewable,1338.47,thousand physical units,4.12675,million MMBtu,138.139,thousand physical units,0.98219,million MMBtu,,dollars per physical units,,dollars per million Btu,811.52397,thousand megawatthours,1.9107,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1476.609,thousand physical units,5.10893,million MMBtu
3391,2023-03,PA,Pennsylvania,99,All Sectors,PET,petroleum,20.67039,thousand barrels,0.11611,million MMBtu,0.268,thousand barrels,0.00168,million MMBtu,,dollars per barrels,,dollars per million Btu,10.21022,thousand megawatthours,5.6256,Btu per barrels,13.364,thousand barrels,80.26794,billion Btu,,thousand barrels,20.93839,thousand barrels,0.1178,million MMBtu
3392,2023-03,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,64.52293,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6175.625,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,64.52293,million MMBtu
3393,2023-03,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,82913.764,thousand Mcf,85.10359,million MMBtu,7996.642,thousand Mcf,3.08409,million MMBtu,,dollars per Mcf,,dollars per million Btu,12226.37699,thousand megawatthours,0.9701,Btu per Mcf,78997.792,thousand Mcf,81862.81268,billion Btu,,thousand Mcf,90910.406,thousand Mcf,88.18767,million MMBtu
3394,2023-03,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.91351,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,267.73468,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.91351,million MMBtu
3395,2023-03,PA,Pennsylvania,99,All Sectors,COW,all coal products,975.231,thousand short tons,16.30088,million MMBtu,19.306,thousand short tons,0.34084,million MMBtu,,dollars per short tons,,dollars per million Btu,1449.62908,thousand megawatthours,16.7331,Btu per short tons,532.597,thousand short tons,8618.03916,billion Btu,,thousand short tons,994.537,thousand short tons,16.64172,million MMBtu
3396,2023-04,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,138.47199,million MMBtu,0.0,thousand physical units,4.41408,million MMBtu,,dollars per physical units,,dollars per million Btu,16318.09695,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,142.88607,million MMBtu
3397,2023-04,PA,Pennsylvania,99,All Sectors,REN,renewable,1209.015,thousand physical units,3.56879,million MMBtu,128.806,thousand physical units,0.94805,million MMBtu,,dollars per physical units,,dollars per million Btu,677.27243,thousand megawatthours,1.9562,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1337.821,thousand physical units,4.51684,million MMBtu
3398,2023-04,PA,Pennsylvania,99,All Sectors,PET,petroleum,15.31753,thousand barrels,0.08172,million MMBtu,0.121,thousand barrels,0.00072,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.3396,Btu per barrels,11.063,thousand barrels,67.20488,billion Btu,,thousand barrels,15.43853,thousand barrels,0.08244,million MMBtu
3399,2023-04,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,54.15942,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,5183.712,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,54.15942,million MMBtu
3400,2023-04,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,66441.764,thousand Mcf,68.59924,million MMBtu,9548.379,thousand Mcf,3.08299,million MMBtu,,dollars per Mcf,,dollars per million Btu,9507.03893,thousand megawatthours,0.9433,Btu per Mcf,63014.54,thousand Mcf,65315.83689,billion Btu,,thousand Mcf,75990.143,thousand Mcf,71.68223,million MMBtu
3401,2023-04,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.71526,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,209.63122,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.71526,million MMBtu
3402,2023-04,PA,Pennsylvania,99,All Sectors,COW,all coal products,731.333,thousand short tons,10.84805,million MMBtu,16.328,thousand short tons,0.29224,million MMBtu,,dollars per short tons,,dollars per million Btu,932.76537,thousand megawatthours,14.9002,Btu per short tons,365.595,thousand short tons,5069.48351,billion Btu,,thousand short tons,747.661,thousand short tons,11.14028,million MMBtu
3403,2023-04,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.85353,million MMBtu,0.0,thousand physical units,0.94805,million MMBtu,,dollars per physical units,,dollars per million Btu,467.64122,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.80158,million MMBtu
3404,2023-05,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.73428,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,215.20542,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.73428,million MMBtu
